Hi-C	Recomb	N	n	K	k	Probability
9	12	1	17	1	1	-1
9	13	1	17	1	1	-1
9	14	1	17	1	1	-1
9	15	1	17	1	1	-1
9	16	1	17	1	1	-1
10	1	1	21	1	1	-1
10	2	1	21	1	1	-1
10	3	1	21	1	1	-1
10	4	1	21	1	1	-1
10	5	1	21	1	1	-1
10	6	1	21	1	1	-1
10	7	1	21	1	1	-1
10	8	1	21	1	1	-1
10	9	1	21	1	1	-1
10	10	1	21	1	1	-1
10	11	1	21	1	1	-1
10	12	1	21	1	1	-1
10	13	1	21	1	1	-1
10	14	1	21	1	1	-1
10	15	1	21	1	1	-1
10	16	1	21	1	1	-1
11	1	1	18	1	1	-1
11	2	1	18	1	1	-1
11	3	1	18	1	1	-1
11	4	1	18	1	1	-1
11	5	1	18	1	1	-1
11	6	1	18	1	1	-1
11	7	1	18	1	1	-1
11	8	1	18	1	1	-1
11	9	1	18	1	1	-1
11	10	1	18	1	1	-1
11	11	1	18	1	1	-1
11	12	1	18	1	1	-1
11	13	1	18	1	1	-1
11	14	1	18	1	1	-1
11	15	1	18	1	1	-1
11	16	1	18	1	1	-1
12	1	1	19	1	1	-1
12	2	1	19	1	1	-1
12	3	1	19	1	1	-1
12	4	1	19	1	1	-1
12	5	1	19	1	1	-1
12	6	1	19	1	1	-1
12	7	1	19	1	1	-1
12	8	1	19	1	1	-1
12	9	1	19	1	1	-1
12	10	1	19	1	1	-1
12	11	1	19	1	1	-1
12	12	1	19	1	1	-1
12	13	1	19	1	1	-1
12	14	1	19	1	1	-1
12	15	1	19	1	1	-1
12	16	1	19	1	1	-1
13	1	1	15	1	1	-1
13	2	1	15	1	1	-1
13	3	1	15	1	1	-1
13	4	1	15	1	1	-1
13	5	1	15	1	1	-1
13	6	1	15	1	1	-1
13	7	1	15	1	1	-1
13	8	1	15	1	1	-1
13	9	1	15	1	1	-1
13	10	1	15	1	1	-1
13	11	1	15	1	1	-1
13	12	1	15	1	1	-1
13	13	1	15	1	1	-1
13	14	1	15	1	1	-1
13	15	1	15	1	1	-1
13	16	1	15	1	1	-1
14	1	1	9	1	1	-1
14	2	1	9	1	1	-1
14	3	1	9	1	1	-1
14	4	1	9	1	1	-1
14	5	1	9	1	1	-1
14	6	1	9	1	1	-1
14	7	1	9	1	1	-1
14	8	1	9	1	1	-1
14	9	1	9	1	1	-1
14	10	1	9	1	1	-1
14	11	1	9	1	1	-1
14	12	1	9	1	1	-1
14	13	1	9	1	1	-1
14	14	1	9	1	1	-1
14	15	1	9	1	1	-1
14	16	1	9	1	1	-1
15	1	1	6	1	1	-1
15	2	1	6	1	1	-1
15	3	1	6	1	1	-1
15	4	1	6	1	1	-1
15	5	1	6	1	1	-1
15	6	1	6	1	1	-1
15	7	1	6	1	1	-1
15	8	1	6	1	1	-1
15	9	1	6	1	1	-1
15	10	1	6	1	1	-1
15	11	1	6	1	1	-1
15	12	1	6	1	1	-1
15	13	1	6	1	1	-1
15	14	1	6	1	1	-1
15	15	1	6	1	1	-1
15	16	1	6	1	1	-1
16	1	1	2	1	1	-1
16	2	1	2	1	1	-1
16	3	1	2	1	1	-1
16	4	1	2	1	1	-1
16	5	1	2	1	1	-1
16	6	1	2	1	1	-1
16	7	1	2	1	1	-1
16	8	1	2	1	1	-1
16	9	1	2	1	1	-1
16	10	1	2	1	1	-1
16	11	1	2	1	1	-1
16	12	1	2	1	1	-1
16	13	1	2	1	1	-1
16	14	1	2	1	1	-1
16	15	1	2	1	1	-1
16	16	1	2	1	1	-1
1	1	1	17	1	1	-1
1	2	1	17	1	1	-1
1	3	1	17	1	1	-1
1	4	1	17	1	1	-1
1	5	1	17	1	1	-1
1	6	1	17	1	1	-1
1	7	1	17	1	1	-1
1	8	1	17	1	1	-1
1	9	1	17	1	1	-1
1	10	1	17	1	1	-1
1	11	1	17	1	1	-1
1	12	1	17	1	1	-1
1	13	1	17	1	1	-1
1	14	1	17	1	1	-1
1	15	1	17	1	1	-1
1	16	1	17	1	1	-1
2	1	1	54	1	1	-1
2	2	1	54	1	1	-1
2	3	1	54	1	1	-1
2	4	1	54	1	1	-1
2	5	1	54	1	1	-1
2	6	1	54	1	1	-1
2	7	1	54	1	1	-1
2	8	1	54	1	1	-1
2	9	1	54	1	1	-1
2	10	1	54	1	1	-1
2	11	1	54	1	1	-1
2	12	1	54	1	1	-1
2	13	1	54	1	1	-1
2	14	1	54	1	1	-1
2	15	1	54	1	1	-1
2	16	1	54	1	1	-1
3	1	1	23	1	1	-1
3	2	1	23	1	1	-1
3	3	1	23	1	1	-1
3	4	1	23	1	1	-1
3	5	1	23	1	1	-1
3	6	1	23	1	1	-1
3	7	1	23	1	1	-1
3	8	1	23	1	1	-1
3	9	1	23	1	1	-1
3	10	1	23	1	1	-1
3	11	1	23	1	1	-1
3	12	1	23	1	1	-1
3	13	1	23	1	1	-1
3	14	1	23	1	1	-1
3	15	1	23	1	1	-1
3	16	1	23	1	1	-1
4	1	1	68	1	1	-1
4	2	1	68	1	1	-1
4	3	1	68	1	1	-1
4	4	1	68	1	1	-1
4	5	1	68	1	1	-1
4	6	1	68	1	1	-1
4	7	1	68	1	1	-1
4	8	1	68	1	1	-1
4	9	1	68	1	1	-1
4	10	1	68	1	1	-1
4	11	1	68	1	1	-1
4	12	1	68	1	1	-1
4	13	1	68	1	1	-1
4	14	1	68	1	1	-1
4	15	1	68	1	1	-1
4	16	1	68	1	1	-1
5	1	1	29	1	1	-1
5	2	1	29	1	1	-1
5	3	1	29	1	1	-1
5	4	1	29	1	1	-1
5	5	1	29	1	1	-1
5	6	1	29	1	1	-1
5	7	1	29	1	1	-1
5	8	1	29	1	1	-1
5	9	1	29	1	1	-1
